40.736,32.216,21.144,0.85071,0.68372,0.63119,1,0.1
45.29,18.93,4.7115,0.56056,0.13208,0.35507,1,0.1
6.3493,40.579,29.926,0.92961,0.72272,0.997,1,0.1
45.669,26.641,23.546,0.69667,0.11035,0.22417,1,0.1
31.618,17.536,34.797,0.58279,0.11749,0.65245,1,0.1
4.877,46.95,34.994,0.8154,0.64072,0.60499,1,0.1
13.925,43.797,31.927,0.87901,0.32881,0.38725,1,0.1
27.344,27.508,1.6802,0.98891,0.65381,0.14219,1,0.1
47.875,31.124,3.4403,0.00052238,0.74913,0.025135,1,0.1
48.244,29.352,15.98,0.86544,0.58319,0.42111,1,0.1
7.8807,10.387,26.543,0.61257,0.74003,0.1841,1,0.1
48.53,15.062,32.722,0.98995,0.23483,0.72578,1,0.1
47.858,23.546,20.381,0.52768,0.73496,0.37036,1,0.1
24.269,11.524,40.999,0.47952,0.9706,0.84156,1,0.1
40.014,42.215,35.918,0.80135,0.86693,0.73423,1,0.1
7.0943,9.7382,48.432,0.22784,0.086235,0.57103,1,0.1
21.088,11.296,26.567,0.49809,0.36644,0.17686,1,0.1
45.787,8.5354,16.257,0.90085,0.3692,0.95738,1,0.1
39.61,11.383,5.2815,0.57466,0.68503,0.26532,1,0.1
47.975,21.785,30.548,0.84518,0.59794,0.92458,1,0.1
32.787,15.555,38.94,0.73864,0.78936,0.22377,1,0.1
1.7856,46.169,21.173,0.58599,0.36765,0.37356,1,0.1
42.456,21.51,4.5412,0.24673,0.20603,0.0875,1,0.1
46.7,9.2408,13.324,0.66642,0.086667,0.64012,1,0.1
33.937,45.244,7.6828,0.083483,0.77193,0.18062,1,0.1
37.887,48.987,14.05,0.62596,0.20567,0.045051,1,0.1
37.157,21.943,22.004,0.66094,0.38827,0.72317,1,0.1
19.611,5.556,26.357,0.72975,0.55178,0.34744,1,0.1
32.774,12.903,22.871,0.89075,0.22895,0.66062,1,0.1
8.5593,20.436,43.769,0.9823,0.64194,0.38387,1,0.1
35.302,29.745,25.903,0.76903,0.48448,0.62735,1,0.1
1.5916,13.111,47.181,0.58145,0.15185,0.02165,1,0.1
13.846,30.142,31.885,0.92831,0.78193,0.91057,1,0.1
2.3086,35.561,47.885,0.58009,0.10061,0.80056,1,0.1
4.8566,11.087,12.035,0.016983,0.29407,0.74585,1,0.1
41.173,5.8709,33.806,0.12086,0.23737,0.81311,1,0.1
34.741,14.834,14.453,0.86271,0.53087,0.38331,1,0.1
15.855,15.939,33.59,0.4843,0.091499,0.61728,1,0.1
47.511,21.208,34.757,0.84486,0.40532,0.57549,1,0.1
1.7223,25.393,3.3996,0.20941,0.10485,0.53005,1,0.1
21.937,4.2758,12.74,0.55229,0.11228,0.27507,1,0.1
19.078,13.124,11.202,0.62988,0.78443,0.24863,1,0.1
38.276,40.051,33.392,0.031991,0.29157,0.45164,1,0.1
39.76,1.461,42.22,0.61471,0.60353,0.22771,1,0.1
9.3436,46.443,17.223,0.36241,0.96442,0.80445,1,0.1
24.488,36.517,39.026,0.049533,0.43248,0.9861,1,0.1
22.279,24.43,33.767,0.48957,0.69475,0.029992,1,0.1
32.316,28.926,0.33577,0.19251,0.7581,0.53566,1,0.1
35.468,11.864,30.109,0.12308,0.43264,0.087077,1,0.1
37.734,22.942,19.339,0.20549,0.6555,0.80209,1,0.1
13.801,48.154,45.8,0.14651,0.10976,0.98914,1,0.1
33.985,27.34,0.057553,0.18907,0.93376,0.066946,1,0.1
32.755,26.057,23.122,0.042652,0.18746,0.9394,1,0.1
8.1306,11.58,21.217,0.6352,0.26618,0.018178,1,0.1
5.9499,24.445,23.046,0.28187,0.79783,0.68384,1,0.1
24.918,31.203,38.508,0.5386,0.4876,0.78374,1,0.1
47.987,33.957,16.124,0.69516,0.76896,0.53414,1,0.1
17.019,19.776,39.237,0.49912,0.39601,0.88536,1,0.1
29.263,18.372,23.568,0.5358,0.27294,0.899,1,0.1
11.191,49.399,1.7881,0.44518,0.037235,0.62594,1,0.1
37.563,1.8869,8.7937,0.12393,0.67329,0.13787,1,0.1
12.755,44.258,36.088,0.49036,0.42956,0.2178,1,0.1
25.298,45.664,23.674,0.853,0.45174,0.18214,1,0.1
34.954,39.809,7.6361,0.87393,0.60986,0.04182,1,0.1
44.545,4.9356,17.056,0.27029,0.059403,0.10694,1,0.1
47.965,13.094,30.369,0.20846,0.31581,0.61644,1,0.1
27.361,16.768,9.5873,0.56498,0.77272,0.93966,1,0.1
6.9312,33.986,36.921,0.64031,0.69643,0.35446,1,0.1
7.4647,6.8277,12.142,0.41703,0.12533,0.41063,1,0.1
12.875,36.061,45.871,0.20598,0.13015,0.98435,1,0.1
42.036,5.3381,13.453,0.94793,0.092352,0.94558,1,0.1
12.714,32.688,38.275,0.082071,0.0078203,0.67664,1,0.1
40.714,24.709,9.4331,0.10571,0.42311,0.9883,1,0.1
12.176,38.953,14.375,0.14204,0.65557,0.76683,1,0.1
46.463,35.752,4.5557,0.16646,0.72292,0.3367,1,0.1
17.499,45.186,28.81,0.62096,0.53121,0.66238,1,0.1
9.8298,44.546,34.168,0.57371,0.10882,0.24417,1,0.1
12.554,16.708,27.33,0.052078,0.63177,0.29551,1,0.1
30.802,34.937,21.286,0.9312,0.1265,0.68018,1,0.1
23.664,9.8905,32.222,0.72866,0.1343,0.52785,1,0.1
17.583,1.527,32.381,0.73784,0.098594,0.41159,1,0.1
41.541,37.204,33.951,0.063405,0.14203,0.60264,1,0.1
29.263,25.001,31.789,0.86044,0.16825,0.75052,1,0.1
27.486,23.996,47.259,0.93441,0.19625,0.58353,1,0.1
45.86,45.236,10.447,0.9844,0.31748,0.55179,1,0.1
14.292,30.493,35.464,0.85894,0.31643,0.58357,1,0.1
37.86,30.883,11.812,0.78556,0.21756,0.51182,1,0.1
37.686,42.972,5.9698,0.51338,0.25104,0.082593,1,0.1
19.022,40.274,30.365,0.1776,0.89292,0.71957,1,0.1
28.391,28.836,22.507,0.39859,0.70322,0.99616,1,0.1
3.7927,9.1461,22.936,0.13393,0.55574,0.35453,1,0.1
2.6975,11.997,33.097,0.03089,0.18443,0.97126,1,0.1
26.54,44.326,38.514,0.93914,0.21203,0.34645,1,0.1
38.958,1.4337,17.511,0.30131,0.077347,0.88654,1,0.1
46.701,24.495,33.1,0.29553,0.9138,0.45469,1,0.1
6.4953,8.3964,20.808,0.33294,0.70672,0.41343,1,0.1
28.441,48.934,42.096,0.46707,0.55779,0.21773,1,0.1
23.47,35.635,41.646,0.6482,0.31343,0.12565,1,0.1
0.5951,25.024,12.822,0.025228,0.1662,0.30891,1,0.1
16.856,23.554,30.673,0.84221,0.6225,0.7261,1,0.1
8.1091,2.9809,29.112,0.55903,0.98793,0.78287,1,0.1
39.714,34.099,27.037,0.8541,0.17043,0.69379,1,0.1
15.561,2.1216,43.497,0.34788,0.25779,0.0098023,1,0.1
26.427,3.5723,13.239,0.44603,0.3968,0.84321,1,0.1
8.2824,26.082,15.904,0.054239,0.073995,0.92233,1,0.1
30.099,4.8365,5.9607,0.17711,0.6841,0.77095,1,0.1
13.149,40.907,46.991,0.66281,0.40239,0.04266,1,0.1
32.704,40.877,32.278,0.33083,0.98284,0.37819,1,0.1
34.461,36.122,23.973,0.89849,0.40218,0.70434,1,0.1
37.408,7.4933,31.966,0.11816,0.62067,0.72951,1,0.1
22.527,32.98,27.236,0.98842,0.15437,0.22428,1,0.1
4.1911,25.93,32.366,0.53998,0.38135,0.26905,1,0.1
11.449,48.649,27.194,0.70692,0.16113,0.67303,1,0.1
45.667,32.45,36.052,0.99949,0.75811,0.47749,1,0.1
7.6189,40.017,26.125,0.28785,0.87111,0.62372,1,0.1
41.291,22.69,49.685,0.41452,0.35078,0.23644,1,0.1
26.917,21.62,10.934,0.46484,0.68554,0.17712,1,0.1
49.807,41.266,5.2899,0.76396,0.29415,0.82964,1,0.1
3.9088,4.1735,5.4849,0.8182,0.53063,0.76692,1,0.1
22.134,6.6586,3.1796,0.10022,0.83242,0.93448,1,0.1
5.3326,8.6694,20.229,0.17812,0.59749,0.10789,1,0.1
48.095,19.547,22.419,0.35963,0.33531,0.18223,1,0.1
0.23171,41.569,18.291,0.056705,0.29923,0.099095,1,0.1
38.746,40.168,38.175,0.52189,0.45259,0.48976,1,0.1
40.865,3.0236,31.395,0.33585,0.42265,0.19325,1,0.1
43.435,19.963,38.599,0.17567,0.35961,0.89589,1,0.1
4.2218,26.344,46.643,0.20895,0.55832,0.09909,1,0.1
19.989,20.84,48.637,0.90515,0.74255,0.044166,1,0.1
12.994,32.843,9.6014,0.67539,0.42433,0.5573,1,0.1
40.003,31.399,6.9437,0.46847,0.42936,0.7725,1,0.1
21.571,14.599,34.813,0.91213,0.12487,0.31194,1,0.1
45.532,21.583,4.691,0.10401,0.024434,0.17898,1,0.1
9.0924,0.77436,26.27,0.74555,0.29019,0.33896,1,0.1
13.19,49.203,26.517,0.73627,0.31752,0.21015,1,0.1
7.2769,8.3584,43.057,0.56186,0.65369,0.51015,1,0.1
6.8034,5.3108,24.243,0.18419,0.95694,0.90636,1,0.1
43.465,18.62,19.673,0.59721,0.93573,0.62892,1,0.1
28.985,9.9059,33.572,0.29994,0.45789,0.10153,1,0.1
27.493,24.484,37.063,0.13412,0.24048,0.39085,1,0.1
7.2477,16.975,26.003,0.2126,0.7639,0.054617,1,0.1
42.652,47.582,17.386,0.89494,0.75933,0.50128,1,0.1
31.103,46.017,7.4999,0.071453,0.74065,0.43172,1,0.1
17.548,2.6338,29.305,0.24249,0.74369,0.99756,1,0.1
25.662,36.893,13.107,0.053754,0.10592,0.8116,1,0.1
20.09,13.456,2.2227,0.44172,0.68156,0.48565,1,0.1
3.7983,21.142,37.747,0.013283,0.46326,0.89445,1,0.1
11.996,27.394,12.139,0.89719,0.21216,0.13755,1,0.1
6.1659,47.137,22.12,0.19666,0.098519,0.39,1,0.1
9.1954,20.887,34.39,0.093371,0.82357,0.92736,1,0.1
11.998,49.153,17.961,0.30737,0.17501,0.91749,1,0.1
20.863,15.073,36.817,0.45606,0.16357,0.71357,1,0.1
2.4827,35.055,19.735,0.10167,0.66599,0.61834,1,0.1
45.136,33.317,34.171,0.99539,0.89439,0.34329,1,0.1
47.239,26.956,35.202,0.33209,0.51656,0.93603,1,0.1
24.543,34.905,22.115,0.29735,0.7027,0.12477,1,0.1
24.463,33.326,0.97888,0.062045,0.15359,0.73059,1,0.1
16.886,8.9066,16.543,0.29824,0.95346,0.64648,1,0.1
45.003,6.4007,21.215,0.046351,0.54088,0.83315,1,0.1
18.462,49.954,13.514,0.50543,0.67973,0.39828,1,0.1
5.5601,8.5561,9.8527,0.76143,0.036563,0.74982,1,0.1
39.013,1.63,41.086,0.63107,0.8092,0.83522,1,0.1
19.487,28.06,21.496,0.089892,0.74862,0.32246,1,0.1
12.085,44.093,44.389,0.080862,0.12019,0.55226,1,0.1
20.196,33.459,19.559,0.77724,0.52505,0.97913,1,0.1
4.8227,9.5217,38.456,0.90513,0.32583,0.54931,1,0.1
6.5987,18.446,19.84,0.53377,0.54645,0.33042,1,0.1
47.103,23.036,40.426,0.10915,0.39888,0.61947,1,0.1
47.807,49.082,37.754,0.82581,0.41509,0.36064,1,0.1
28.76,7.8202,18.87,0.3381,0.18074,0.75651,1,0.1
2.989,42.776,10.801,0.29397,0.25539,0.4139,1,0.1
11.739,32.238,39.52,0.74631,0.020536,0.49235,1,0.1
17.658,18.814,47.465,0.010337,0.92368,0.69474,1,0.1
41.06,9.5462,16.378,0.048447,0.6537,0.97273,1,0.1
0.77017,21.413,33.563,0.66792,0.93261,0.32775,1,0.1
2.1512,24.101,21.932,0.60347,0.16351,0.8378,1,0.1
8.4495,6.0306,41.675,0.5261,0.9211,0.73907,1,0.1
32.456,29.475,38.443,0.72971,0.79466,0.95417,1,0.1
36.586,11.309,8.3627,0.70725,0.57739,0.031923,1,0.1
32.387,19.231,43.099,0.78138,0.44004,0.35687,1,0.1
22.546,29.149,49.494,0.28798,0.25761,0.66265,1,0.1
27.35,12.59,25.721,0.69253,0.75195,0.2815,1,0.1
14.816,14.522,44.214,0.55667,0.22867,0.23038,1,0.1
37.235,30.855,29.401,0.39652,0.064187,0.71113,1,0.1
9.4478,13.264,7.7376,0.061591,0.76733,0.62457,1,0.1
34.339,41.219,9.9931,0.78018,0.6712,0.59061,1,0.1
9.1756,49.133,20.348,0.33758,0.71521,0.66044,1,0.1
18.424,36.512,37.435,0.60787,0.64206,0.047555,1,0.1
31.281,17.194,41.279,0.74125,0.41905,0.34878,1,0.1
39.011,29.203,39.498,0.10481,0.39076,0.45134,1,0.1
4.0563,5.3885,15.926,0.12789,0.81614,0.2409,1,0.1
46.469,45.315,26.703,0.54954,0.31743,0.71505,1,0.1
38.786,43.983,4.4975,0.48523,0.81454,0.85618,1,0.1
